Order Date,Year,Month,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
19-10-2017,2017,10,Michael Paige,Massachusetts,Office Supplies,Storage,Crate-A-Files,33,3,9
19-10-2017,2017,10,Harry Marie,Pennsylvania,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123,7,9
19-10-2017,2017,10,Harry Marie,Pennsylvania,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",24,4,7
19-10-2017,2017,10,Harry Marie,Pennsylvania,Technology,Phones,Digium D40 VoIP phone,310,4,-57
19-10-2017,2017,10,Rick Duston,Texas,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,17,3,5
19-10-2017,2017,10,Tracy Hopkins,North Carolina,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633,4,-1307
19-10-2017,2017,10,Hilary Holden,California,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,9,2,4
19-10-2017,2017,10,Hilary Holden,California,Office Supplies,Labels,Avery 518,32,10,15
19-10-2017,2017,10,Hilary Holden,California,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",31,2,10
19-10-2017,2017,10,Hilary Holden,California,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24,2,-3
19-10-2017,2017,10,Mary O'Rourke,Illinois,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91,1,-68
19-10-2017,2017,10,Christina Anderson,Texas,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2,2,-4
19-10-2017,2017,10,Christina Anderson,Texas,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328,3,-92
19-10-2017,2017,10,Joy Smith,California,Office Supplies,Binders,JM Magazine Binder,40,3,14
20-10-2017,2017,10,Ed Braxton,Ohio,Furniture,Tables,Chromcraft Rectangular Conference Tables,284,2,-76
20-10-2017,2017,10,Ed Braxton,Ohio,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665,2,67
20-10-2017,2017,10,Ivan Gibson,Arkansas,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13,4,4
20-10-2017,2017,10,Ivan Gibson,Arkansas,Office Supplies,Paper,Xerox 1884,40,2,19
20-10-2017,2017,10,Ivan Gibson,Arkansas,Office Supplies,Binders,Binding Machine Supplies,146,5,70
20-10-2017,2017,10,Justin Ellison,California,Office Supplies,Labels,Avery 510,4,1,2
20-10-2017,2017,10,Justin Ellison,California,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,21,4,8
20-10-2017,2017,10,Matt Abelman,Pennsylvania,Office Supplies,Paper,Xerox 1887,46,3,16
20-10-2017,2017,10,Rick Bensley,New York,Office Supplies,Labels,Avery 478,25,5,12
20-10-2017,2017,10,Pete Takahito,Florida,Office Supplies,Storage,Woodgrain Magazine Files by Perma,5,2,-1
20-10-2017,2017,10,Pete Takahito,Florida,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",7,1,3
20-10-2017,2017,10,Pete Takahito,Florida,Office Supplies,Art,Prang Drawing Pencil Set,4,2,1
20-10-2017,2017,10,Pete Takahito,Florida,Furniture,Furnishings,DAX Wood Document Frame.,44,4,6
20-10-2017,2017,10,Muhammed Yedwab,North Carolina,Technology,Phones,PayAnywhere Card Reader,16,2,1
20-10-2017,2017,10,Muhammed Yedwab,North Carolina,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),14,3,4
21-10-2017,2017,10,Patricia Hirasaki,Florida,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,684,3,43
21-10-2017,2017,10,Patricia Hirasaki,Florida,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",46,3,5
21-10-2017,2017,10,Sara Luxemburg,Oklahoma,Technology,Phones,Polycom VVX 310 VoIP phone,1440,8,374
21-10-2017,2017,10,Sara Luxemburg,Oklahoma,Furniture,Tables,Bevis Boat-Shaped Conference Table,262,1,63
21-10-2017,2017,10,Damala Kotsonis,Oregon,Office Supplies,Paper,Xerox 218,5,1,2
21-10-2017,2017,10,Damala Kotsonis,Oregon,Furniture,Chairs,Global Comet Stacking Armless Chair,478,2,48
21-10-2017,2017,10,Damala Kotsonis,Oregon,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28,2,7
21-10-2017,2017,10,Michael Dominguez,Indiana,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909,8,9
21-10-2017,2017,10,Neil Knudson,Florida,Office Supplies,Art,Newell 33,18,4,2
21-10-2017,2017,10,Susan Pistek,Illinois,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,24,2,-62
21-10-2017,2017,10,Natalie DeCherney,Arizona,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',9,1,-7
21-10-2017,2017,10,Frank Carlisle,Ohio,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,162,2,16
21-10-2017,2017,10,Frank Carlisle,Ohio,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4,1,1
21-10-2017,2017,10,Frank Carlisle,Ohio,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6,4,-5
21-10-2017,2017,10,Charles McCrossin,Pennsylvania,Technology,Phones,Mitel MiVoice 5330e IP Phone,330,2,-77
21-10-2017,2017,10,Charles McCrossin,Pennsylvania,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,71,3,-4
21-10-2017,2017,10,Jennifer Braxton,Wisconsin,Office Supplies,Binders,GBC Instant Report Kit,39,6,19
21-10-2017,2017,10,Jennifer Braxton,Wisconsin,Office Supplies,Binders,Acco 3-Hole Punch,22,5,11
22-10-2017,2017,10,Tom Ashbrook,New York,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11200,4,3920
22-10-2017,2017,10,Tom Ashbrook,New York,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2400,8,648
22-10-2017,2017,10,Tom Ashbrook,New York,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,64,5,29
22-10-2017,2017,10,Tom Ashbrook,New York,Technology,Phones,i.Sound Portable Power - 8000 mAh,53,1,1
22-10-2017,2017,10,David Wiener,Oregon,Furniture,Tables,KI Conference Tables,177,5,-121
22-10-2017,2017,10,Brian DeCherney,Oklahoma,Office Supplies,Storage,Fellowes Recycled Storage Drawers,333,3,23
22-10-2017,2017,10,Brian DeCherney,Oklahoma,Furniture,Tables,Bevis 36 x 72 Conference Tables,249,2,55
22-10-2017,2017,10,Paul Stevenson,Oklahoma,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36,4,12
22-10-2017,2017,10,Helen Abelman,Colorado,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,3,4,-3
22-10-2017,2017,10,Helen Abelman,Colorado,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579,4,-29
22-10-2017,2017,10,Marina Lichtenstein,Pennsylvania,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",33,5,-7
22-10-2017,2017,10,Marina Lichtenstein,Pennsylvania,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,32,4,11
23-10-2017,2017,10,Jocasta Rupert,Florida,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,864,3,108
23-10-2017,2017,10,Julie Creighton,New York,Office Supplies,Paper,Xerox 1969,12,2,6
23-10-2017,2017,10,Julie Creighton,New York,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26,5,12
23-10-2017,2017,10,Julie Creighton,New York,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69,11,29
23-10-2017,2017,10,Julie Creighton,New York,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,36,3,10
23-10-2017,2017,10,Darrin Martin,Texas,Office Supplies,Binders,Storex Dura Pro Binders,4,3,-6
23-10-2017,2017,10,Darrin Martin,Texas,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,824,5,52
23-10-2017,2017,10,Darrin Martin,Texas,Office Supplies,Art,Newell 320,10,3,1
23-10-2017,2017,10,Randy Bradley,Texas,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",10,3,-15
23-10-2017,2017,10,Randy Bradley,Texas,Office Supplies,Storage,Advantus Rolling Storage Box,14,1,1
23-10-2017,2017,10,Randy Bradley,Texas,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,55,1,-2
23-10-2017,2017,10,Randy Bradley,Texas,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",259,4,-58
23-10-2017,2017,10,Adam Hart,Rhode Island,Furniture,Tables,KI Adjustable-Height Table,241,4,-14
23-10-2017,2017,10,Adam Hart,Rhode Island,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35,4,15
23-10-2017,2017,10,Adam Hart,Rhode Island,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,211,2,51
23-10-2017,2017,10,Adam Hart,Rhode Island,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",638,3,-128
23-10-2017,2017,10,Adam Hart,Rhode Island,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",43,8,21
23-10-2017,2017,10,Adam Hart,Rhode Island,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2,1,1
24-10-2017,2017,10,Patrick O'Brill,Texas,Furniture,Tables,Hon 2111 Invitation Series Straight Table,517,5,-81
24-10-2017,2017,10,Carlos Soltero,Mississippi,Office Supplies,Fasteners,Staples,12,4,5
26-10-2017,2017,10,Paul Gonzalez,Minnesota,Technology,Accessories,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,20,1,7
26-10-2017,2017,10,Paul Gonzalez,Minnesota,Office Supplies,Labels,Avery 511,6,2,3
26-10-2017,2017,10,Olvera Toch,Virginia,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",357,5,61
26-10-2017,2017,10,Olvera Toch,Virginia,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",252,7,113
26-10-2017,2017,10,Shaun Chance,Pennsylvania,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,62,1,-13
26-10-2017,2017,10,Shaun Chance,Pennsylvania,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",81,7,-65
26-10-2017,2017,10,Jamie Frazer,Pennsylvania,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",33,3,-28
26-10-2017,2017,10,Jamie Frazer,Pennsylvania,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,119,5,20
26-10-2017,2017,10,Jamie Frazer,Pennsylvania,Office Supplies,Labels,Avery 517,15,5,5
26-10-2017,2017,10,Benjamin Farhat,Texas,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",56,2,6
27-10-2017,2017,10,Matt Abelman,Illinois,Office Supplies,Art,Prang Colored Pencils,7,3,2
27-10-2017,2017,10,Matt Abelman,Illinois,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,27,2,2
27-10-2017,2017,10,Jack O'Briant,California,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",557,5,7
27-10-2017,2017,10,Jack O'Briant,California,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,96,4,35
27-10-2017,2017,10,Sally Hughsby,Texas,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,16,2,6
27-10-2017,2017,10,Sally Hughsby,Texas,Office Supplies,Paper,Xerox 1972,8,2,3
27-10-2017,2017,10,Jim Mitchum,California,Furniture,Tables,Chromcraft Rectangular Conference Tables,190,1,9
27-10-2017,2017,10,Jim Mitchum,California,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,72,5,7
27-10-2017,2017,10,Tamara Willingham,Arizona,Office Supplies,Paper,Xerox 1882,45,1,16
27-10-2017,2017,10,Nona Balk,Florida,Office Supplies,Paper,Easy-staple paper,57,7,21
27-10-2017,2017,10,Nona Balk,Florida,Office Supplies,Binders,Avery Hole Reinforcements,6,3,-4
27-10-2017,2017,10,Nona Balk,Florida,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,7,3,1
28-10-2017,2017,10,Lori Olson,New York,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",48,2,24
28-10-2017,2017,10,Keith Herrera,Texas,Technology,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,24,2,-3
28-10-2017,2017,10,Keith Herrera,Texas,Office Supplies,Paper,Xerox 21,16,3,5
28-10-2017,2017,10,Keith Herrera,Texas,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26,2,-3
28-10-2017,2017,10,Janet Martin,North Carolina,Furniture,Furnishings,"Computer Room Manger, 14""",78,3,16
28-10-2017,2017,10,Janet Martin,North Carolina,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147,2,-29
28-10-2017,2017,10,Janet Martin,North Carolina,Office Supplies,Paper,Xerox 1936,48,3,16
28-10-2017,2017,10,Sue Ann Reed,Massachusetts,Office Supplies,Labels,Avery 519,22,3,10
29-10-2017,2017,10,George Bell,New York,Office Supplies,Paper,Things To Do Today Pad,47,8,23
30-10-2017,2017,10,Jane Waco,Washington,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,10,2,4
30-10-2017,2017,10,Michelle Moray,Washington,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",89,3,28
30-10-2017,2017,10,Michelle Moray,Washington,Office Supplies,Binders,Cardinal Slant-D Ring Binders,14,2,5
30-10-2017,2017,10,Jamie Kunitz,California,Office Supplies,Labels,Avery 500,44,6,21
30-10-2017,2017,10,Jamie Kunitz,California,Technology,Phones,Geemarc AmpliPOWER60,148,2,17
30-10-2017,2017,10,Jamie Kunitz,California,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7,2,4
30-10-2017,2017,10,Jamie Kunitz,California,Furniture,Chairs,"Global Leather Task Chair, Black",72,1,-1
30-10-2017,2017,10,Jamie Kunitz,California,Office Supplies,Art,4009 Highlighters by Sanford,20,5,7
30-10-2017,2017,10,Jamie Kunitz,California,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702,14,511
30-10-2017,2017,10,Mick Crebagga,Pennsylvania,Office Supplies,Paper,Xerox 231,21,4,7
30-10-2017,2017,10,Mick Crebagga,Pennsylvania,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7,2,1
30-10-2017,2017,10,Mick Crebagga,Pennsylvania,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11,2,-3
30-10-2017,2017,10,Mick Crebagga,Pennsylvania,Technology,Accessories,First Data FD10 PIN Pad,442,7,-55
30-10-2017,2017,10,Jim Karlsson,Washington,Furniture,Chairs,Novimex Fabric Task Chair,98,2,-6
30-10-2017,2017,10,Jim Karlsson,Washington,Furniture,Chairs,Global Super Steno Chair,614,8,-23
30-10-2017,2017,10,Jim Karlsson,Washington,Furniture,Bookcases,Bestar Classic Bookcase,200,2,38
30-10-2017,2017,10,Ryan Akin,Texas,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16,2,-9
30-10-2017,2017,10,Ryan Akin,Texas,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",251,2,-68
30-10-2017,2017,10,Ryan Akin,Texas,Office Supplies,Storage,X-Rack File for Hanging Folders,54,6,4
30-10-2017,2017,10,Ross DeVincentis,Kentucky,Office Supplies,Storage,Eldon Gobal File Keepers,106,7,4
30-10-2017,2017,10,Ross DeVincentis,Kentucky,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35,2,11
30-10-2017,2017,10,Ross DeVincentis,Kentucky,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",34,1,9
30-10-2017,2017,10,Ross DeVincentis,Kentucky,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,30,8,14
31-10-2017,2017,10,Adrian Hane,Texas,Office Supplies,Art,Newell 350,5,2,1
31-10-2017,2017,10,Craig Yedwab,Illinois,Technology,Phones,ClearOne Communications CHAT 70 OCÂ Speaker Phone,509,4,38
31-10-2017,2017,10,Craig Yedwab,Illinois,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",10,3,3
01-11-2017,2017,11,Sarah Foster,Washington,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25,5,8
01-11-2017,2017,11,Sarah Foster,Washington,Furniture,Tables,Hon 94000 Series Round Tables,2666,9,240
01-11-2017,2017,11,Sandra Flanagan,Massachusetts,Office Supplies,Paper,Xerox 1939,190,10,91
01-11-2017,2017,11,Sandra Flanagan,Massachusetts,Office Supplies,Paper,Xerox 1893,41,1,20
02-11-2017,2017,11,Ken Heidel,Washington,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",24,5,11
02-11-2017,2017,11,Kalyca Meade,Kansas,Office Supplies,Fasteners,Staples,18,3,9
02-11-2017,2017,11,Kalyca Meade,Kansas,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",28,6,9
02-11-2017,2017,11,Nancy Lomonaco,California,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",77,7,38
02-11-2017,2017,11,Nancy Lomonaco,California,Office Supplies,Art,Nontoxic Chalk,9,5,4
02-11-2017,2017,11,Nancy Lomonaco,California,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590,6,207
02-11-2017,2017,11,Nancy Lomonaco,California,Office Supplies,Fasteners,"Super Bands, 12/Pack",6,3,0
02-11-2017,2017,11,Nancy Lomonaco,California,Furniture,Furnishings,Document Clip Frames,25,3,11
02-11-2017,2017,11,Nancy Lomonaco,California,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,453,7,23
02-11-2017,2017,11,Thomas Boland,Kentucky,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5,2,3
02-11-2017,2017,11,Thomas Boland,Kentucky,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",976,4,293
02-11-2017,2017,11,Thomas Boland,Kentucky,Technology,Accessories,Logitech diNovo Edge Keyboard,2250,9,517
02-11-2017,2017,11,Thomas Boland,Kentucky,Office Supplies,Storage,Super Decoflex Portable Personal File,60,4,17
02-11-2017,2017,11,Thea Hudgings,Pennsylvania,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3,1,1
02-11-2017,2017,11,Thea Hudgings,Pennsylvania,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20,3,1
02-11-2017,2017,11,Thea Hudgings,Pennsylvania,Office Supplies,Envelopes,Colored Envelopes,9,3,3
02-11-2017,2017,11,Thea Hudgings,Pennsylvania,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859,4,-186
02-11-2017,2017,11,Joy Bell-,Utah,Office Supplies,Paper,Xerox 220,19,3,9
02-11-2017,2017,11,Anthony Rawles,Ohio,Office Supplies,Supplies,Premier Automatic Letter Opener,385,2,-82
02-11-2017,2017,11,Cindy Stewart,California,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168,5,44
02-11-2017,2017,11,Greg Guthrie,Illinois,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,54,4,5
02-11-2017,2017,11,Nora Paige,Missouri,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,84,10,21
02-11-2017,2017,11,Nora Paige,Missouri,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",12,2,6
02-11-2017,2017,11,Sharelle Roach,Ohio,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,155,2,-36
02-11-2017,2017,11,Barry Gonzalez,Virginia,Office Supplies,Art,Newell 318,6,2,1
03-11-2017,2017,11,Don Jones,Tennessee,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,16,1,1
03-11-2017,2017,11,Kimberly Carter,Washington,Office Supplies,Paper,Xerox 191,140,7,66
03-11-2017,2017,11,Kimberly Carter,Washington,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307,4,27
03-11-2017,2017,11,Julie Creighton,Georgia,Office Supplies,Labels,Avery 476,12,3,6
03-11-2017,2017,11,Denise Leinenbach,New Mexico,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41,3,17
03-11-2017,2017,11,Daniel Lacy,Minnesota,Office Supplies,Paper,Xerox 1971,9,2,4
03-11-2017,2017,11,Daniel Lacy,Minnesota,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52,5,14
03-11-2017,2017,11,Daniel Lacy,Minnesota,Office Supplies,Labels,Avery 513,15,3,7
03-11-2017,2017,11,Darrin Martin,Pennsylvania,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",12,3,-8
03-11-2017,2017,11,Eva Jacobs,Washington,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,44,3,11
03-11-2017,2017,11,Patrick Jones,Kentucky,Office Supplies,Paper,Xerox 1963,26,5,12
03-11-2017,2017,11,Paul Gonzalez,California,Office Supplies,Paper,Xerox 1992,36,6,18
03-11-2017,2017,11,Beth Fritzler,Florida,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361,2,27
03-11-2017,2017,11,Peter BÃ¼hler,Pennsylvania,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",41,3,1
03-11-2017,2017,11,Clay Rozendal,California,Technology,Accessories,Microsoft Sculpt Comfort Mouse,200,5,88
03-11-2017,2017,11,Clay Rozendal,California,Furniture,Tables,Chromcraft Round Conference Tables,1673,12,21
03-11-2017,2017,11,Justin MacKendrick,North Carolina,Office Supplies,Paper,Strathmore Photo Mount Cards,16,3,5
03-11-2017,2017,11,Jack O'Briant,Washington,Office Supplies,Binders,Binder Posts,18,4,6
03-11-2017,2017,11,Bruce Geld,California,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486,4,36
03-11-2017,2017,11,Dave Kipp,Florida,Technology,Copiers,Canon Image Class D660 Copier,960,2,312
03-11-2017,2017,11,Dave Kipp,Florida,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,4,2,-3
03-11-2017,2017,11,Dave Kipp,Florida,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,56,2,4
03-11-2017,2017,11,Dave Kipp,Florida,Office Supplies,Paper,Xerox 1923,11,2,4
04-11-2017,2017,11,Grant Thornton,North Carolina,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,8000,4,-3840
04-11-2017,2017,11,Grant Thornton,North Carolina,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167,2,15
04-11-2017,2017,11,James Lanier,Tennessee,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Â” x 11Â”",10,2,3
04-11-2017,2017,11,Sam Zeldin,Texas,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,24,2,9
04-11-2017,2017,11,Kelly Lampkin,North Carolina,Furniture,Tables,Hon 5100 Series Wood Tables,524,3,-192
04-11-2017,2017,11,Kelly Lampkin,North Carolina,Technology,Phones,Motorola Moto X,1360,5,119
04-11-2017,2017,11,Christina Anderson,Tennessee,Technology,Accessories,Logitech M510 Wireless Mouse,96,3,16
04-11-2017,2017,11,Christina Anderson,Tennessee,Technology,Phones,iOttie XL Car Mount,144,9,-32
04-11-2017,2017,11,Christina Anderson,Tennessee,Office Supplies,Binders,Storex Dura Pro Binders,4,2,-3
04-11-2017,2017,11,Christina Anderson,Tennessee,Office Supplies,Labels,Avery 481,5,2,2
04-11-2017,2017,11,Frank Merwin,Texas,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,8,6,-13
04-11-2017,2017,11,Frank Merwin,Texas,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1,2,-2
04-11-2017,2017,11,Frank Merwin,Texas,Office Supplies,Binders,Wilson Jones Impact Binders,4,4,-6
04-11-2017,2017,11,Frank Merwin,Texas,Office Supplies,Storage,Rogers Deluxe File Chest,53,3,-13
04-11-2017,2017,11,Henry Goldwyn,Ohio,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,71,4,-6
04-11-2017,2017,11,Henry Goldwyn,Ohio,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",194,3,-44
04-11-2017,2017,11,Katherine Murray,Arkansas,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",4,2,1
05-11-2017,2017,11,Troy Staebel,Arizona,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2,2,-2
05-11-2017,2017,11,Troy Staebel,Arizona,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",244,7,31
05-11-2017,2017,11,Ruben Ausman,New Mexico,Technology,Accessories,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,160,1,54
05-11-2017,2017,11,Susan Vittorini,New York,Technology,Accessories,Enermax Aurora Lite Keyboard,391,5,172
05-11-2017,2017,11,Alan Haines,Illinois,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16,5,-26
05-11-2017,2017,11,Elizabeth Moffitt,Texas,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,493,4,55
05-11-2017,2017,11,Anna Andreadi,California,Office Supplies,Paper,Xerox 1996,13,2,6
05-11-2017,2017,11,Christina DeMoss,New York,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,165,6,56
05-11-2017,2017,11,Christina DeMoss,New York,Furniture,Tables,Balt Split Level Computer Training Table,167,2,-67
05-11-2017,2017,11,Christina DeMoss,New York,Office Supplies,Paper,Xerox 202,13,2,6
05-11-2017,2017,11,Christina DeMoss,New York,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",111,2,53
05-11-2017,2017,11,Christina DeMoss,New York,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,100,2,4
05-11-2017,2017,11,Christina DeMoss,New York,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,11,1,4
05-11-2017,2017,11,Christina DeMoss,New York,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,128,2,24
05-11-2017,2017,11,Christina DeMoss,New York,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",101,5,39
05-11-2017,2017,11,Adam Bellavance,Indiana,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4,1,2
05-11-2017,2017,11,Adam Bellavance,Indiana,Office Supplies,Paper,Easy-staple paper,168,3,82
